source,source_text_id,source_sentence_id,language_stage,script_type,genre,period,hieroglyphs,mdc,sign_sequence,transliteration_gold,translation,lemma_sequence,upos,glossing,grammar_notes,source_ref,review_status,formula_type,deity,recipient,offering_items,formula_slot,display_sequence,normalized_reading_order,alt_transliterations,variant_writing_note,morphology_note,syntax_note,aesthetic_arrangement_flag
TLA,TLA_EARLIER_3988,S3988,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓅓 𓉻𓂝𓄿𓏛 𓄣𓏤 𓎢 𓁷𓏤 𓐍𓊪𓈙𓄗𓀜 𓅓𓁷𓂋𓄣 𓍑𓄿𓅓𓀔𓏛𓏥 𓎢,m aai b k hr khpsh m-hr-b djam k,m ꜥꜣi̯ ꞽb =k ḥr ḫpš m-ḥr(.ꞽ)-ꞽb ḏꜣm =k,m ꜥꜣi̯ ꞽb =k ḥr ḫpš m-ḥr(.ꞽ)-ꞽb ḏꜣm =k,Rühme dich nicht (wörtl.: mache dein Herz nicht groß wegen) der (körperlichen) Kraft unter deinen Nachkommen (oder: jungen Soldaten)!,64410|m 34750|ꜥꜣi̯ 23290|ꞽb 10110|=k 400092|ḥr 116450|ḫpš 65190|m-ḥr.ꞽ-ꞽb 182160|ḏꜣm 10110|=k,VERB VERB NOUN PRON ADP NOUN ADP NOUN PRON,V\imp.sg V\advz N.m:stpr -2sg.m PREP N.m PREP N.m:stpr -2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=3988,seed,,,,,,𓅓 𓉻𓂝𓄿𓏛 𓄣𓏤 𓎢 𓁷𓏤 𓐍𓊪𓈙𓄗𓀜 𓅓𓁷𓂋𓄣 𓍑𓄿𓅓𓀔𓏛𓏥 𓎢,m aai b k hr khpsh m-hr-b djam k,,,,,False
TLA,TLA_EARLIER_3989,S3989,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓃞𓄤𓊵,nfr-htp-hnmw,nfr-ḥtp-ẖnm.w,nfr-ḥtp-ẖnm.w,Nefer-hetep-Chnum,713274|Nfr-ḥtp-H̱nm.w,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=3989,seed,,,,,,𓃞𓄤𓊵,nfr-htp-hnmw,,,,,False
TLA,TLA_EARLIER_3990,S3990,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇋𓄿𓈏𓈏𓏏𓊖,atdu,ꞽꜣ.t.DU,ꞽꜣ.t.DU,Die zwei Hügel (Domäne).,853167|Ꞽꜣ.tꞽ,PROPN,TOPN,,data/raw/tla_earlier/tla_earlier.parquet#row=3990,seed,,,,,,𓇋𓄿𓈏𓈏𓏏𓊖,atdu,,,,,False
TLA,TLA_EARLIER_3991,S3991,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓅭 𓆑 𓈖 𓄡𓏏 𓆑 𓂋𓂝𓎛𓎿𓊃𓇋𓇋,za f n kht f hzy-raw,zꜣ =f n(.ꞽ) ẖ.t =f ḥzy-rꜥw,zꜣ =f n(.ꞽ) ẖ.t =f ḥzy-rꜥw,Sein leiblicher Sohn Hesi-Re.,125510|zꜣ 10050|=f 79800|n.ꞽ 122080|ẖ.t 10050|=f 705185|Ḥz.y-Rꜥw,NOUN PRON ADJ NOUN PRON PROPN,N.m:stpr -3sg.m PREP-adjz:m.sg N.f:stpr -3sg.m PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=3991,seed,,,,,,𓅭 𓆑 𓈖 𓄡𓏏 𓆑 𓂋𓂝𓎛𓎿𓊃𓇋𓇋,za f n kht f hzy-raw,,,,,False
TLA,TLA_EARLIER_3992,S3992,Earlier Egyptian,hieroglyphic/hieratic,unknown,Predynastic Period,𓆛𓏌 𓇗,nw shmaw,ꞽn.w šmꜥ.w,ꞽn.w šmꜥ.w,Lieferungen Oberägyptens,27040|ꞽn.w 154760|Šmꜥ.w,NOUN PROPN,N.m TOPN,,data/raw/tla_earlier/tla_earlier.parquet#row=3992,seed,,,,,,𓆛𓏌 𓇗,nw shmaw,,,,,False
TLA,TLA_EARLIER_3993,S3993,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓁷𓄣𓌂,khrp-hr-b,ḫrp-ḥr(.ꞽ)-ꞽb,ḫrp-ḥr(.ꞽ)-ꞽb,Leiter der Mitte,882338|ḫrp-ḥr.ꞽ-ꞽb,NOUN,TITL,,data/raw/tla_earlier/tla_earlier.parquet#row=3993,seed,,,,,,𓁷𓄣𓌂,khrp-hr-b,,,,,False
TLA,TLA_EARLIER_3994,S3994,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓂜𓈖 𓐩𓏌𓀁𓏏𓏲 𓀀,nn ndjtw,nn nḏ.tw =ꞽ,nn nḏ.tw =ꞽ,Ich will nicht aufgerieben/zermalmt werden (?).,84550|nn 90880|nḏ 10030|=ꞽ,PART VERB PRON,PTCL V\tam-pass:stpr -1sg,,data/raw/tla_earlier/tla_earlier.parquet#row=3994,seed,,,,,,𓂜𓈖 𓐩𓏌𓀁𓏏𓏲 𓀀,nn ndjtw,,,,,False
TLA,TLA_EARLIER_3995,S3995,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇓𓏏𓐭𓌡𓏏𓏏 𓉔𓆑𓏏𓇋,khkrt-nswt-watt hft,ẖkr.t-nswt-wꜥ.tt hftꞽ,ẖkr.t-nswt-wꜥ.tt hftꞽ,Einziger Schmuck des Königs Hefeti.,850039|ẖkr.t-nswt-wꜥ.tꞽt 704362|Hft.ꞽ,NOUN PROPN,TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=3995,seed,,,,,,𓇓𓏏𓐭𓌡𓏏𓏏 𓉔𓆑𓏏𓇋,khkrt-nswt-watt hft,,,,,False
TLA,TLA_EARLIER_3996,S3996,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓌎𓃢𓏅𓇿𓋴𓂦 𓃢𓉱𓊹 𓊹𓋾 <g>S151</g>𓊹𓍛 𓃫𓉭𓂘𓏌<g>(unidentified)</g> 𓌂𓍇<g>U105</g>𓆑 𓅭𓄏 𓋈𓊹𓍛 𓇓𓂋𓐍𓏏 𓊃𓎡𓂋𓈍𓅢 𓂋𓈖𓉻 𓎛𓍿<g>E263</g>𓋴 𓂋𓈖𓅪,mdjhw-npw-khnt-ta-djsr zh-ntjr-npw hqa-ntjr hm-ntjr-ga zkhnw-pr-wr-stkh khrp-fnkhw za-abt hm-ntjr-sshat r-kht-nzw khai-baw-zkr rn-aa htjs rn-ndjs,mḏḥ.w-ꞽnp.w-ḫnt(.ꞽ)-tꜣ-ḏsr zḥ.ꞽ-nṯr-ꞽnp.w ḥqꜣ-nṯr ḥm-nṯr-ꞽgꜣ.ꞽ zḫn.w-pr-wr-stẖ ḫrp-fnḫ.w zꜣ-ꜥb.t ḥm-nṯr-sšꜣ.t (ꞽ)r(.ꞽ)-(ꞽ)ḫ.t-nzw ḫꜥi̯-bꜣ.w-zkr rn-ꜥꜣ ḥṯs rn-nḏs,mḏḥ.w-ꞽnp.w-ḫnt(.ꞽ)-tꜣ-ḏsr zḥ.ꞽ-nṯr-ꞽnp.w ḥqꜣ-nṯr ḥm-nṯr-ꞽgꜣ.ꞽ zḫn.w-pr-wr-stẖ ḫrp-fnḫ.w zꜣ-ꜥb.t ḥm-nṯr-sšꜣ.t (ꞽ)r(.ꞽ)-(ꞽ)ḫ.t-nzw ḫꜥi̯-bꜣ.w-zkr rn-ꜥꜣ ḥṯs rn-nḏs,"Zimmermann des Anubis (oder: Chontamenti), der an der Spitze der Nekropole ist, der zur Gotteshalle des Anubis Gehörige, Verwalter des Gottes, Priester des Igai, Sucher des Perwer des Seth, Leiter der Schreiner, Sohn der Gehörnten, Priester der Seschat, Verwalter des Königsvermögens, Cha-bau-Sokar mit Hauptnamen, Hetes mit Kosenamen",881849|mḏḥ.w-Ꞽnp.w-ḫnt.ꞽ-tꜣ-ḏsr 881855|zḥ.ꞽ-nṯr-Ꞽnp.w 881864|ḥqꜣ-nṯr 881861|ḥm-nṯr-Ꞽgꜣ.ꞽ 881858|zḫn.w-Pr-wr-Stẖ 881882|ḫrp-fnḫ.w 881867|zꜣ-ꜥb.wtt 850723|ḥm-nṯr-Sšꜣ.t 95740|ꞽr.ꞽ-ꞽḫ.t-nswt 705410|Ḫꜥ-bꜣ.w-Zkr 850237|rn-ꜥꜣ 705369|Ḥṯs 94800|rn-nḏs,NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN PROPN NOUN PROPN NOUN,TITL TITL TITL TITL TITL TITL TITL TITL TITL PERSN N.m PERSN N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=3996,seed,,,,,,𓌎𓃢𓏅𓇿𓋴𓂦 𓃢𓉱𓊹 𓊹𓋾 <g>S151</g>𓊹𓍛 𓃫𓉭𓂘𓏌<g>(unidentified)</g> 𓌂𓍇<g>U105</g>𓆑 𓅭𓄏 𓋈𓊹𓍛 𓇓𓂋𓐍𓏏 𓊃𓎡𓂋𓈍𓅢 𓂋𓈖𓉻 𓎛𓍿<g>E263</g>𓋴 𓂋𓈖𓅪,mdjhw-npw-khnt-ta-djsr zh-ntjr-npw hqa-ntjr hm-ntjr-ga zkhnw-pr-wr-stkh khrp-fnkhw za-abt hm-ntjr-sshat r-kht-nzw khai-baw-zkr rn-aa htjs rn-ndjs,,,,,False
TLA,TLA_EARLIER_3997,S3997,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓊵𓏏𓈖,htp-n,ḥtp-n(=ꞽ),ḥtp-n(=ꞽ),Hetep-eni,400304|Ḥtp-n=ꞽ,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=3997,seed,,,,,,𓊵𓏏𓈖,htp-n,,,,,False
TLA,TLA_EARLIER_3998,S3998,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓅃 𓉘𓆓𓊂,hrw wadjw,ḥr.w wꜣḏ.w,ḥr.w wꜣḏ.w,Horus Wadj,400034|Ḥr.w 861183|Wꜣḏ.w,NOUN PROPN,ROYLN TOPN,,data/raw/tla_earlier/tla_earlier.parquet#row=3998,seed,,,,,,𓅃 𓉘𓆓𓊂,hrw wadjw,,,,,False
TLA,TLA_EARLIER_3999,S3999,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓊨𓁹 𓈖𓏏𓋌 𓊪𓅱 𓇑𓇑,wsrw nt pw nn,(w)sr(.w) n(ꞽ).t pw nn,(w)sr(.w) n(ꞽ).t pw nn,Dies ist Osiris Neith.,49461|Wsꞽr 702960|Nꞽ.t 59741|pw 84570|nn,NOUN PROPN PRON PRON,TITL PERSN dem dem.c,,data/raw/tla_earlier/tla_earlier.parquet#row=3999,seed,,,,,,𓊨𓁹 𓈖𓏏𓋌 𓊪𓅱 𓇑𓇑,wsrw nt pw nn,,,,,False
TLA,TLA_EARLIER_4000,S4000,Earlier Egyptian,hieroglyphic/hieratic,unknown,Predynastic Period,𓅃 𓉘𓇥𓊂,hrw djr,ḥr.w ḏr,ḥr.w ḏr,Horus Djer,400034|Ḥr.w 882281|Ḏr,NOUN PROPN,ROYLN ROYLN,,data/raw/tla_earlier/tla_earlier.parquet#row=4000,seed,,,,,,𓅃 𓉘𓇥𓊂,hrw djr,,,,,False
TLA,TLA_EARLIER_4001,S4001,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓉗𓂔 𓋴𓇛𓈖𓆓𓅓𓄣,hwt-ka sndjm-b,ḥw.t-kꜣ snḏm-ꞽb,ḥw.t-kꜣ snḏm-ꞽb,Gut des Ka (Domäne) des Senedjem-ib.,450525|Ḥw.t-kꜣ 450119|Snḏm-ꞽb,PROPN PROPN,N:sg:stc PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=4001,seed,,,,,,𓉗𓂔 𓋴𓇛𓈖𓆓𓅓𓄣,hwt-ka sndjm-b,,,,,False
TLA,TLA_EARLIER_4002,S4002,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓉔𓄿 𓊨𓁹 𓍹𓇳𓌸𓇋𓇋𓍺 𓈖𓆓𓐩𓈖 𓍿𓅱 𓅃,ha wsrw mriy-raw ndjn tjw hrw,hꜣ (w)sr(.w) mri̯.y-rꜥw nḏ.n ṯw ḥr.w,hꜣ (w)sr(.w) mri̯.y-rꜥw nḏ.n ṯw ḥr.w,"O Osiris Merire, Horus hat dich geschützt.",97240|hꜣ 49461|Wsꞽr 400309|Mr.y-Rꜥw 90940|nḏ 174900|ṯw 107500|Ḥr.w,INTJ NOUN PROPN VERB PRON PROPN,INTJ TITL ROYLN V\tam.act-ant =2sg.m DIVN,,data/raw/tla_earlier/tla_earlier.parquet#row=4002,seed,,,,,,𓉔𓄿 𓊨𓁹 𓍹𓇳𓌸𓇋𓇋𓍺 𓈖𓆓𓐩𓈖 𓍿𓅱 𓅃,ha wsrw mriy-raw ndjn tjw hrw,,,,,False
TLA,TLA_EARLIER_4003,S4003,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓄙𓅓 𓋴 𓇋𓂋 𓈖𓅘𓃀𓏏<g>D158</g> 𓆓𓋴𓂦𓁶<g>I14C</g>,whm s r nhbt djsr-tp,wḥm =s r nḥb.t ḏsr-tp,wḥm =s r nḥb.t ḏsr-tp,Sie hat (es) an dem Nacken der $ḏsr-tp$-Schlange wiederholt.,48440|wḥm 10090|=s 91901|r 86210|nḥb.t 185700|Ḏsr-tp,VERB PRON ADP NOUN PROPN,V\tam.act:stpr -3sg.f PREP N.f:stc DIVN,,data/raw/tla_earlier/tla_earlier.parquet#row=4003,seed,,,,,,𓄙𓅓 𓋴 𓇋𓂋 𓈖𓅘𓃀𓏏<g>D158</g> 𓆓𓋴𓂦𓁶<g>I14C</g>,whm s r nhbt djsr-tp,,,,,False
TLA,TLA_EARLIER_4004,S4004,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓆓𓏏𓏤 𓂋 𓊪𓏏𓇯 𓊃𓊪𓅮𓆨 𓅃 𓂋 𓇿,djwit r pt zpa hrw r ta,ḏ(wi̯).t r p.t zpꜣ ḥr.w r tꜣ,ḏ(wi̯).t r p.t zpꜣ ḥr.w r tꜣ,"Die Kobra zum Himmel, der Tausendfüßler des Horus zur Erde!",181340|ḏ.t 91901|r 58710|p.t 132630|zpꜣ 107500|Ḥr.w 91901|r 168860|tꜣ,NOUN ADP NOUN NOUN PROPN ADP NOUN,N.f PREP N.f N.m:stc DIVN PREP N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=4004,seed,,,,,,𓆓𓏏𓏤 𓂋 𓊪𓏏𓇯 𓊃𓊪𓅮𓆨 𓅃 𓂋 𓇿,djwit r pt zpa hrw r ta,,,,,False
TLA,TLA_EARLIER_4005,S4005,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓃞𓄤𓊵,nfr-htp-hnmw,nfr-ḥtp-ẖnm.w,nfr-ḥtp-ẖnm.w,Nefer-hetep-Chnum,713274|Nfr-ḥtp-H̱nm.w,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=4005,seed,,,,,,𓃞𓄤𓊵,nfr-htp-hnmw,,,,,False
TLA,TLA_EARLIER_4006,S4006,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇍𓈖 𓍹𓃹𓈖𓇋𓋴𓍺 𓅓𓆱𓏏 𓇋𓏏 𓆑 𓇍𓈖 𓍹𓃹𓈖𓇋𓋴𓍺 𓅓𓆱𓏏 𓊨𓁹,yin wns m-kht t f yin wns m-kht wsr,ꞽyi̯.n wnꞽs m-ḫt ꞽt(ꞽ) =f ꞽyi̯.n wnꞽs m-ḫt (w)sꞽr,ꞽyi̯.n wnꞽs m-ḫt ꞽt(ꞽ) =f ꞽyi̯.n wnꞽs m-ḫt (w)sꞽr,Unas ist seinem Vater gefolgt; Unas ist Osiris gefolgt.,21930|ꞽwi̯ 800001|Wnꞽs 400147|m-ḫt 32820|ꞽtꞽ 10050|=f 21930|ꞽwi̯ 800001|Wnꞽs 400147|m-ḫt 49460|Wsꞽr,VERB PROPN ADP NOUN PRON VERB PROPN ADP PROPN,V\tam.act-ant ROYLN PREP N.m:stpr -3sg.m V\tam.act-ant ROYLN PREP DIVN,,data/raw/tla_earlier/tla_earlier.parquet#row=4006,seed,,,,,,𓇍𓈖 𓍹𓃹𓈖𓇋𓋴𓍺 𓅓𓆱𓏏 𓇋𓏏 𓆑 𓇍𓈖 𓍹𓃹𓈖𓇋𓋴𓍺 𓅓𓆱𓏏 𓊨𓁹,yin wns m-kht t f yin wns m-kht wsr,,,,,False
TLA,TLA_EARLIER_4007,S4007,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓋴𓐟𓄿𓂋𓂡 𓅓 𓎛𓃀𓋴𓏲𓋳𓏥,sar m hbs,sꜣr m ḥbs,sꜣr m ḥbs,(Es) werde mit Stoff gesiebt.,126840|sꜣr 64364|m 103750|ḥbs,VERB ADP NOUN,V\tam.pass PREP N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=4007,seed,,,,,,𓋴𓐟𓄿𓂋𓂡 𓅓 𓎛𓃀𓋴𓏲𓋳𓏥,sar m hbs,,,,,False
TLA,TLA_EARLIER_4008,S4008,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓅱𓂧 𓈖 𓆑 𓅓 𓋴𓂝𓎛 𓆑 𓎟 𓅓 𓊨𓏏 𓆑 𓎟𓏏,wdn n f m sah f nb m st f nbt,wd(n) n =f m sꜥḥ =f nb m s.t =f nb.t,wd(n) n =f m sꜥḥ =f nb m s.t =f nb.t,"Ihm opfern in allen seinen Würden, an allen seinen Plätzen.",51690|wdn 400055|n 10050|=f 64362|m 129070|sꜥḥ 10050|=f 81660|nb 400007|m 125100|s.t 10050|=f 81660|nb,VERB ADP PRON ADP NOUN PRON ADJ ADP NOUN PRON ADJ,V\inf PREP:stpr -3sg.m PREP N.m:stpr -3sg.m ADJ:m.sg PREP N.f:stpr -3sg.m ADJ:f.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=4008,seed,,,,,,𓅱𓂧 𓈖 𓆑 𓅓 𓋴𓂝𓎛 𓆑 𓎟 𓅓 𓊨𓏏 𓆑 𓎟𓏏,wdn n f m sah f nb m st f nbt,,,,,False
TLA,TLA_EARLIER_4009,S4009,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓇋𓏲 𓎢 𓁹 𓎢 𓏏𓏲𓏏𓏲𓀾𓏛𓏥 𓈖 𓃀𓏲𓎟𓀀𓁐𓏥,w k ri k twtw n bw-nb,ꞽw =k ꞽri̯ =k twt.w n bw-nb,ꞽw =k ꞽri̯ =k twt.w n bw-nb,"(Aber) du hast die Gewohnheit, das gleiche zu tun wie alle Menschen;",851515|ꞽw 10110|=k 28550|ꞽri̯ 10110|=k 170520|twt.w 79800|n.ꞽ 55210|bw-nb,PART PRON VERB PRON NOUN ADJ NOUN,AUX:stpr -2sg.m V\tam.act:stpr -2sg.m N.m PREP-adjz:m.sg N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=4009,seed,,,,,,𓇋𓏲 𓎢 𓁹 𓎢 𓏏𓏲𓏏𓏲𓀾𓏛𓏥 𓈖 𓃀𓏲𓎟𓀀𓁐𓏥,w k ri k twtw n bw-nb,,,,,False
TLA,TLA_EARLIER_4010,S4010,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇋𓂧𓂋 𓆑 𓈋𓅱𓏏 𓇋𓂋𓏏 𓎡 𓈖𓏏𓋌 𓊪𓅱 𓐍𓂋 𓏏𓍃,:dr f djwt rt k nt pw khru tmw,ꞽ:dr =f ḏw.t ꞽr.t =k n(ꞽ).t pw ḫru̯ (ꞽ)tm(.w),ꞽ:dr =f ḏw.t ꞽr.t =k n(ꞽ).t pw ḫru̯ (ꞽ)tm(.w),"""Möge sie (die Reinigung) das Üble, das an dir ist, entfernen, Neith"", sagt Atum.",180130|dr 10050|=f 182900|ḏw.t 28500|ꞽr.ꞽ 10110|=k 702960|Nꞽ.t 59740|pw 600211|ḫru̯ 33040|Ꞽtm.w,VERB PRON NOUN ADJ PRON PROPN PRON VERB PROPN,V\tam.act:stpr -3sg.m N.f PREP-adjz:f.sg:stpr -2sg.m PERSN dem.m.sg V\tam.act DIVN,,data/raw/tla_earlier/tla_earlier.parquet#row=4010,seed,,,,,,𓇋𓂧𓂋 𓆑 𓈋𓅱𓏏 𓇋𓂋𓏏 𓎡 𓈖𓏏𓋌 𓊪𓅱 𓐍𓂋 𓏏𓍃,:dr f djwt rt k nt pw khru tmw,,,,,False
TLA,TLA_EARLIER_4011,S4011,Earlier Egyptian,hieroglyphic/hieratic,unknown,Second Intermediate Period,𓆓𓂧𓇋𓈖 𓎢 𓂋 𓆑 𓌨𓂋𓏭 𓋴𓈟𓅓𓍘 𓅓 𓋭𓏤 𓈖 𓅘𓎛𓃀𓏏𓄹 𓆑 𓐍𓅓𓂜𓈖 𓆑 𓂝𓂝 𓆑𓏭 𓂾𓂾 𓆑𓏭 𓂧𓎼𓅓𓇋𓇋𓁹 𓍋𓅓𓂋𓅪 𓂜 𓁹𓏲 𓈖𓏭,djdn k r f khr shm m tjaz n nhbt f khmn f adu f rddu f dgmy mr n riw n,ḏd.ꞽn =k r =f ẖr.ꞽ sḥm m ṯ(ꜣ)z n(.ꞽ) nḥb.t =f ḫm.n =f ꜥ.DU =fꞽ rd.DU =fꞽ dgm.y mr n ꞽri̯.w nꞽ,ḏd.ꞽn =k r =f ẖr.ꞽ sḥm m ṯ(ꜣ)z n(.ꞽ) nḥb.t =f ḫm.n =f ꜥ.DU =fꞽ rd.DU =fꞽ dgm.y mr n ꞽri̯.w nꞽ,"(Diagnose:) Daraufhin sagst du über ihn:
""Einer mit einer $sḥm$-Stauchung/Quetschung an einem Wirbel seines Halses,
wobei er seine Arme und seine Beine nicht spürt und in benommenem Zustand ist:
eine Krankheit, die man nicht behandeln kann"".",185810|ḏd 10110|=k 91903|r 10050|=f 124220|ẖr.ꞽ 140730|sḥm 400007|m 176810|ṯꜣz 79800|n.ꞽ 86210|nḥb.t 10050|=f 116910|ḫm 10050|=f 34320|ꜥ 10060|=fꞽ 96600|rd 10060|=fꞽ 181200|dgm 71810|mr 78890|n 28550|ꞽri̯ 79970|n.y,VERB PRON ADP PRON ADJ NOUN ADP NOUN ADJ NOUN PRON VERB PRON NOUN PRON NOUN PRON VERB NOUN PART VERB ADV,V\tam.act-cnsv:stpr -2sg.m PREP:stpr -3sg.m PREP-adjz:m.sg N.m PREP N.m PREP-adjz:m.sg N.f:stpr -3sg.m V\tam.act-ant:stpr -3sg.m N.m:du:stpr -3sg.m N.m:du:stpr -3sg.m V\res-3sg.m N.m PTCL V\tam.pass ADV,,data/raw/tla_earlier/tla_earlier.parquet#row=4011,seed,,,,,,𓆓𓂧𓇋𓈖 𓎢 𓂋 𓆑 𓌨𓂋𓏭 𓋴𓈟𓅓𓍘 𓅓 𓋭𓏤 𓈖 𓅘𓎛𓃀𓏏𓄹 𓆑 𓐍𓅓𓂜𓈖 𓆑 𓂝𓂝 𓆑𓏭 𓂾𓂾 𓆑𓏭 𓂧𓎼𓅓𓇋𓇋𓁹 𓍋𓅓𓂋𓅪 𓂜 𓁹𓏲 𓈖𓏭,djdn k r f khr shm m tjaz n nhbt f khmn f adu f rddu f dgmy mr n riw n,,,,,False
TLA,TLA_EARLIER_4012,S4012,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓇉𓄿𓀁 𓈖 𓀀 𓊏𓊪𓅆 𓎟 𓂝𓍯𓄿𓂝 𓀀 𓎛𓆰𓈖𓏌𓏲𓏊𓏥 𓈖 𓇏𓏏𓏭𓀀 𓊪𓈖 𓇋𓅓 𓆑,ha n shzp nb awai hnwpl n skht pn m f,ḥꜣ n =ꞽ šzp nb ꜥwꜣi̯ =ꞽ ḥn.w.PL n sḫ.tꞽ pn ꞽm =f,ḥꜣ n =ꞽ šzp nb ꜥwꜣi̯ =ꞽ ḥn.w.PL n sḫ.tꞽ pn ꞽm =f,"""Hätte ich doch irgendein (magisches) Bild, mit dem ich die Sachen dieses Landmannes stehlen könnte!""",100160|ḥꜣ 400055|n 10030|=ꞽ 157210|šzp 81660|nb 35980|ꜥwꜣi̯ 10030|=ꞽ 106280|ḥn.w 79800|n.ꞽ 141500|sḫ.tꞽ 59920|pn 64364|m 10050|=f,PART ADP PRON NOUN ADJ VERB PRON NOUN ADJ NOUN PRON ADP PRON,PTCL PREP:stpr -1sg N.m ADJ:m.sg V\rel.m.sg:stpr -1sg N.m:pl PREP-adjz:m.pl N.m dem.m.sg PREP:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=4012,seed,,,,,,𓇉𓄿𓀁 𓈖 𓀀 𓊏𓊪𓅆 𓎟 𓂝𓍯𓄿𓂝 𓀀 𓎛𓆰𓈖𓏌𓏲𓏊𓏥 𓈖 𓇏𓏏𓏭𓀀 𓊪𓈖 𓇋𓅓 𓆑,ha n shzp nb awai hnwpl n skht pn m f,,,,,False
TLA,TLA_EARLIER_4013,S4013,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓊢𓂝𓈖 𓄿𓏏𓊪𓀋𓂝𓈖 𓀀 𓋴𓏏 𓂋 𓂧𓊪𓏏𓊛 𓏏𓈖,ahan atpn st r dpt tn,ꜥḥꜥ.n ꜣtp.n =ꞽ st r dp.t tn,ꜥḥꜥ.n ꜣtp.n =ꞽ st r dp.t tn,Da lud ich sie auf dieses Schiff.,40111|ꜥḥꜥ.n 340|ꜣṯp 10030|=ꞽ 400960|st 91901|r 179040|dp.t 172360|tn,PART VERB PRON PRON ADP NOUN PRON,PTCL V\tam.act-ant:stpr -1sg =3pl PREP N.f dem.f.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=4013,seed,,,,,,𓊢𓂝𓈖 𓄿𓏏𓊪𓀋𓂝𓈖 𓀀 𓋴𓏏 𓂋 𓂧𓊪𓏏𓊛 𓏏𓈖,ahan atpn st r dpt tn,,,,,False
TLA,TLA_EARLIER_4014,S4014,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓉘𓋞𓏏𓉜,hwt-nbw,ḥw.t-nbw,ḥw.t-nbw,(aus) Hatnub,99900|Ḥw.t-nbw,PROPN,TOPN,,data/raw/tla_earlier/tla_earlier.parquet#row=4014,seed,,,,,,𓉘𓋞𓏏𓉜,hwt-nbw,,,,,False
